Angle20,Coherency20,Energy20,MeanInt20,VarInt20,Density20,VarDensity20,OrientationRef20,Angle60,Coherency60,Energy60,MeanInt60,VarInt60,Density60,VarDensity60,OrientationRef60,Angle100,Coherency100,Energy100,MeanInt100,VarInt100,Density100,VarDensity100,OrientationRef100,Angle140,Coherency140,Energy140,MeanInt140,VarInt140,Density140,VarDensity140,OrientationRef140,Dist,Frac
0.004550626762402921,0.009400475564371291,0.045018062711946305,0.003109809356605653,0.005122867070890935,0.002104662649224931,0.0015790894217878604,0.004324482571420707,0.007350843496909953,0.009374244993328285,0.05279381826011642,0.005561214140339388,0.012158825955886465,0.003353193204532756,0.0021520300238259127,0.00732986733872909,0.010094321506380455,0.013840747235226547,0.039245286578656335,0.009821514286108002,0.01743571640519248,0.00609704135536715,0.003692840369731054,0.010428801421302092,0.01127673162866727,0.023631805503990022,0.037239435014113864,0.026627092786768336,0.03404785342742156,0.017006738245567532,0.010009566562131034,0.011752567016337423,0.09456107996254626,0.004114015372686963
0.00488665443842784,0.008874215981697131,0.045138635398115246,0.0027227759995207546,0.004741029542233877,0.002241590933637516,0.0016151628571264842,0.004566122077164891,0.007572521937044163,0.009657944671425112,0.052252879059527135,0.005652156157106791,0.011933354397197338,0.0034271028892938205,0.0027034868481609076,0.007312022513257244,0.010292996133256516,0.013873936718739932,0.03847751324837079,0.00974024573047294,0.018055596303154564,0.005877339886802058,0.004002975292032307,0.010419183626850459,0.011725158940552816,0.023918960452457227,0.03738329049148126,0.02664883419422126,0.03371811641237843,0.0164934003861823,0.010081665827444408,0.011561656835085143,0.09607668849335738,0.004100093456400944
0.004847391450498728,0.009246330653801982,0.045183043475453655,0.003121307636318127,0.004972981840378865,0.0023320259341391703,0.001648570833509111,0.004339123551223012,0.007117823111540189,0.009893234955561159,0.052359864351557595,0.005709962277010927,0.012378579775080611,0.0035808797388523494,0.0027919534424114545,0.0071661041502896206,0.00960299164641576,0.013789839704058893,0.038779853361644134,0.009979205905727206,0.017795201424042006,0.005705417554708769,0.0036100522683797376,0.010733776688338192,0.01133007409344311,0.023716698398480673,0.0367265675729298,0.026559126871779304,0.03369408333936341,0.017161437109067923,0.01017095050122363,0.011751423511134451,0.09530274087317081,0.004176257738858102
0.004762708875697963,0.00954478185197516,0.0446104000880867,0.0031456251111584566,0.005151406651185408,0.0023445221470209665,0.0018747719618773528,0.0044911337484438985,0.007282253451040388,0.009936152673711951,0.05293682871251837,0.005716090706942012,0.012242691025095231,0.0036520441976878315,0.0025180436598642997,0.0076635712520120025,0.009760558084413673,0.013813487805251157,0.03786756217498699,0.010201798945929763,0.017693320781924093,0.006057854094641546,0.0038075195510879345,0.010706859415421377,0.01182426886247867,0.024045637323355074,0.03717252477961641,0.026029123814331534,0.0332233516377628,0.01715143198176794,0.010526220755518345,0.011695710781620794,0.09590267642132944,0.003976407763260248
0.004829008235429866,0.009279793499185951,0.044944663028105514,0.0030533662314504717,0.004776812738628289,0.0020988605142098216,0.0016821007873751848,0.004683569674355126,0.007264859213317987,0.009903857969313812,0.05196503217646309,0.005744432988896375,0.01166836050760267,0.0033163111859377814,0.002212113413562755,0.007490986740092631,0.010085255570237206,0.01387590336915323,0.03833313535925331,0.00961213924924198,0.01749260006269393,0.005688275171471413,0.0038646818806544747,0.010838303468924115,0.01166479261473008,0.02379356314195835,0.03701287039498968,0.026264208674565692,0.03387734866738512,0.016671549661782414,0.010726400286907967,0.011905866487856187,0.09604330558082352,0.004097831645545114
0.004812264834130109,0.008900379946395476,0.045109842478971984,0.0029631767593299996,0.005102117834411279,0.0022381150811482398,0.0017342971068803337,0.004510679221849223,0.007382484757557983,0.009500797957771812,0.05338138943184223,0.005927742566377403,0.011532413749589021,0.003049682721182223,0.002607017240252696,0.007237798792364858,0.009954708541209278,0.013879883489401834,0.03803542444138419,0.009611690819654295,0.01758548953533634,0.0053813243172788905,0.003845501629801018,0.010668168370095654,0.01175840931320582,0.023543620426693,0.037390284883963454,0.026586277417244286,0.03364747822615588,0.01703219914264642,0.009959550507566806,0.012009857601745888,0.09752739750253303,0.0041299827612079065
0.0049125210786826745,0.009048231294024878,0.04550471644392318,0.003145873035705238,0.005229912312776586,0.002175812587176029,0.0019037333351795693,0.004193214818618007,0.007506554865114978,0.009478064953387655,0.052111029364555805,0.005840400980827387,0.01229053624043519,0.0032414264876816645,0.0024171201282884303,0.006990234901217973,0.010460058573749098,0.013856003814528783,0.03804403137528334,0.009873059081140778,0.017812798540778108,0.005835594113229758,0.0034699364178255587,0.010699028111140985,0.011934193894234002,0.023847362255216664,0.036336181107070376,0.027134838001678152,0.033730491117773265,0.017096558280064067,0.010008178606648155,0.011565991734164838,0.09585705293894675,0.00399012787818287
0.004716354410306045,0.009141827808599179,0.04452581725620397,0.002822333223845064,0.0052717615842369225,0.001953939185088127,0.0016824804402161275,0.004678708727013148,0.007908956568585146,0.010087499660319521,0.053170622743544116,0.005928967774364802,0.011942762175790156,0.0034087762582625247,0.00226386836220116,0.007102092743437871,0.009693092262883618,0.01398936734678946,0.03865837498616953,0.009320030134808865,0.016789918957484717,0.006022252470184952,0.003784936533275385,0.010731636239306619,0.011367580513574671,0.023504071116676184,0.03696716503116393,0.026363753532828826,0.03294501198783495,0.016947304481090497,0.01012416642378089,0.011943829184944965,0.09611321677490159,0.004077015188339139
0.0046561321593742155,0.009319143177188516,0.045299659930541525,0.0031424281921248465,0.005174626797924464,0.0022280034274064775,0.001714619538337403,0.0042999081687278284,0.0073078474851191455,0.00955967079913056,0.052218438342020335,0.005578414350341454,0.011903144874134575,0.0030493402234741396,0.0025407070632225137,0.007342553341399438,0.009836428411455711,0.01380997410195861,0.03813235530210535,0.009463156957374985,0.01738065615951201,0.005758269658672988,0.00398983335100811,0.010531924465124631,0.011335215605684512,0.023720333492098233,0.036831994526467904,0.026452570977852252,0.033080967629046,0.016678099070894792,0.010315072525339808,0.011682617968866604,0.09607494067869671,0.0044141195031610625
0.005003079005122313,0.009223882385596793,0.04516820037125169,0.0028142077784171216,0.004964268707716046,0.002299852420720616,0.0016568572291618677,0.0045672166058580155,0.007318552481858309,0.009890954031930854,0.05333761197319742,0.005435720019256296,0.01195474948560682,0.0034977195308962816,0.0025482999669029782,0.0076242815741804915,0.009864245015836048,0.014056569066846492,0.03851952992232699,0.009990266929376879,0.018123971308632636,0.00595468926689835,0.003429085923465247,0.010641429334045105,0.011845279560593669,0.023896309040109642,0.0371309925062735,0.0265241449543987,0.03342435057493476,0.016984642377716352,0.010090264426732554,0.012033575805819652,0.09686894713572192,0.00432735485835789
