importances_mean,importances_std,colnames
0.0,0.0,Angle20
0.09925897267920093,0.19708065117066875,Coherency20
0.09900457423593224,0.19287935142284365,Energy20
0.0,0.0,MeanInt20
0.01787227941182284,0.060448672406325586,VarInt20
0.0,0.0,Density20
0.0,0.0,VarDensity20
0.0,0.0,OrientationRef20
0.0,0.0,Angle60
0.12263461076440281,0.23908871488174224,Coherency60
0.056494200108682106,0.12890929334477794,Energy60
0.005860187418788937,0.024433908565300828,MeanInt60
0.007984556936830554,0.0313430322783021,VarInt60
0.0,0.0,Density60
0.0,0.0,VarDensity60
0.0,0.0,OrientationRef60
0.0,0.0,Angle100
0.1642567222126274,0.2744629939195504,Coherency100
0.037591651114358124,0.08717107114037635,Energy100
0.012264089150559578,0.047775144813439765,MeanInt100
0.007418937214774149,0.03391936362868811,VarInt100
0.009569164951043534,0.045510558915615576,Density100
0.005170555406148456,0.028768284461874787,VarDensity100
0.0,0.0,OrientationRef100
0.004109432329684941,0.01634421923529301,Angle140
0.1367524832504227,0.26754182050877184,Coherency140
0.08344623559259402,0.13919547918051983,Energy140
0.024025173817199243,0.06781300068318213,MeanInt140
0.000961070492904135,0.007382122529972579,VarInt140
0.00167661437839334,0.012878319403411378,Density140
0.013794626136553023,0.06020938864119235,VarDensity140
0.0019239131672186657,0.014777857443650077,OrientationRef140
0.08792994922985826,0.17464981969211618,Dist
0.0,0.0,Frac
