mean,std,score
0.9935186211772289,0.0002688692400458273,accuracy
0.9947861127230416,0.00021006948294758206,balanced_accuracy
0.9824080876226926,0.0007721241271538464,precision
0.9986905118764646,0.0001640677287182675,recall
0.9947861127230414,0.00021006948294756547,auc
0.9856456846915881,0.0005886710444726254,mcc
0.9904822206122397,0.000391082232931978,f1
