importances_mean,importances_std,colnames
0.019128255423849872,0.0012448381493243325,Angle20
0.023961973264364826,0.002836416414103217,Coherency20
0.0518418415985874,0.006267541241793077,Energy20
0.013607298770070563,0.0020517691961518436,MeanInt20
0.018152540317104057,0.004139930607697092,VarInt20
0.009939672428450558,0.0016247908640027752,Density20
0.009399938801362227,0.0009788197143281634,VarDensity20
0.018345306770857286,0.0014586327155819369,OrientationRef20
0.024080355823035485,0.0021930763385010817,Angle60
0.025805813681300645,0.0023484428659772713,Coherency60
0.05398662171047486,0.009464361082341194,Energy60
0.01703931537837576,0.0036894572677029463,MeanInt60
0.027854224251209835,0.008750897146679702,VarInt60
0.014245766418429864,0.0034553702327807054,Density60
0.01096752993311121,0.0014809863350009628,VarDensity60
0.023644592513418754,0.0015867496225450094,OrientationRef60
0.02681169673138109,0.0016628829403401522,Angle100
0.03038266547011309,0.0030349534561826138,Coherency100
0.05984506873156169,0.010059633194191071,Energy100
0.02421112833731619,0.0067373287637194435,MeanInt100
0.03564732022200004,0.010984067182492358,VarInt100
0.021311197001579622,0.008075648652821314,Density100
0.01260777319282817,0.0023527547617577887,VarDensity100
0.029202784837155604,0.0033683485092001857,OrientationRef100
0.0308969785846978,0.002269813379083895,Angle140
0.03616715926567766,0.0030096176033108436,Coherency140
0.05938246948095791,0.010620666536133961,Energy140
0.03502109137688294,0.008901361084045758,MeanInt140
0.04766083695045607,0.012685712969630355,VarInt140
0.030822689978642008,0.008221239364563997,Density140
0.019160332909705334,0.005273303124884192,VarDensity140
0.03209454929048342,0.002895299490913626,OrientationRef140
0.0876355987775956,0.01072102150877623,Dist
0.019137611776962556,0.0066865158750556335,Frac
