importances_mean,importances_std,colnames
0.017451486208982944,0.0009074825903251622,Angle20
0.025959356387548604,0.004787754775121881,Coherency20
0.07695813148786727,0.008946648311223966,Energy20
0.01601999114618906,0.003962155831462149,MeanInt20
0.025726270088601375,0.00683337518542531,VarInt20
0.009759462289599187,0.0017620810279287396,Density20
0.008853767259166345,0.0008276696745312969,VarDensity20
0.01657913040400695,0.001850653910644896,OrientationRef20
0.024804772857402266,0.0024100702450971915,Angle60
0.026287289892551382,0.0033513021133366105,Coherency60
0.0673929535856479,0.015470883302662325,Energy60
0.016936527498578904,0.0031707473107878354,MeanInt60
0.02410992129916258,0.006891292533972504,VarInt60
0.011993832910241238,0.0016929028890557854,Density60
0.01022014097001287,0.0014667098171466683,VarDensity60
0.02378404131802912,0.0027694161856281364,OrientationRef60
0.028338281004800906,0.0038482811828524526,Angle100
0.03503019511070404,0.0066813290430675545,Coherency100
0.06293322776849361,0.013920985204824602,Energy100
0.020815609450135674,0.004034116013130689,MeanInt100
0.029598251513918147,0.006944260362917751,VarInt100
0.015448176801747272,0.0028563445904801685,Density100
0.011915465635407204,0.0025213398070617968,VarDensity100
0.03038659130349549,0.006093311942459813,OrientationRef100
0.033724662460873765,0.0040337593661608235,Angle140
0.04417139079988181,0.0078594990695646,Coherency140
0.07462753508487203,0.01723840834599623,Energy140
0.026135716717475457,0.004628425669289058,MeanInt140
0.038267129876280795,0.008447087264363714,VarInt140
0.02132172306039612,0.004752973211958223,Density140
0.01455486716504713,0.0023089594328612835,VarDensity140
0.03560957761273657,0.006024644193485119,OrientationRef140
0.05928899218055069,0.004493937713587936,Dist
0.014995530849595375,0.0029672486869395938,Frac
