importances_mean,importances_std,colnames
0.005201120401511905,0.0001290497069656892,Angle20
0.0072331497235440636,0.00021724860456639582,Coherency20
0.09415537761487759,0.0005388173395777015,Energy20
0.00511469537782312,0.0001271282220823777,MeanInt20
0.024653518956235597,0.00026117967564910573,VarInt20
0.002742692920436918,8.034629038334625e-05,Density20
0.002361069171256913,5.914396329341944e-05,VarDensity20
0.005430719410227292,7.459596157477339e-05,OrientationRef20
0.009648885325447476,0.00017808453475743921,Angle60
0.00931984547622271,0.00016938494167392126,Coherency60
0.062259337546987106,0.0005910325200210572,Energy60
0.005041286170954939,0.00010945798945215054,MeanInt60
0.01414663098597414,0.00022211925197119543,VarInt60
0.003137853119110345,7.861553359642845e-05,Density60
0.0029884315420098174,9.949397990851016e-05,VarDensity60
0.011040015827233273,0.00014396693727244508,OrientationRef60
0.012191134666847158,0.00017600464738546382,Angle100
0.014215354498786924,0.0002655451208548415,Coherency100
0.041845851078230245,0.0004363898838802665,Energy100
0.008116663369326394,0.00015209247894032454,MeanInt100
0.016884117579682823,0.0002299287420865675,VarInt100
0.0049600674739944004,8.699552303601823e-05,Density100
0.003039974176619398,6.52953080948934e-05,VarDensity100
0.024573341524620717,0.0002633850795661157,OrientationRef100
0.019277465976654827,0.0002686288014810388,Angle140
0.029615148328248474,0.00023579602618876852,Coherency140
0.0569009860782823,0.00034081204903754677,Energy140
0.018398117392255053,0.0002360688854909142,MeanInt140
0.029294438601788896,0.00020537028750098208,VarInt140
0.01126909420327582,0.0002315762189721957,Density140
0.004520132865458104,8.968795061341718e-05,VarDensity140
0.03143319762174994,0.00022256361709693386,OrientationRef140
0.04758322313275091,0.0002993275667576187,Dist
0.004652373564355416,8.997159252050343e-05,Frac
