model_0_importances_mean,model_0_importances_std,model_1_importances_mean,model_1_importances_std,model_2_importances_mean,model_2_importances_std,model_3_importances_mean,model_3_importances_std,model_4_importances_mean,model_4_importances_std,model_5_importances_mean,model_5_importances_std,model_6_importances_mean,model_6_importances_std,model_7_importances_mean,model_7_importances_std,model_8_importances_mean,model_8_importances_std,model_9_importances_mean,model_9_importances_std,colnames
0.019128255423849872,0.0012448381493243325,0.019086770235481963,0.001474982025062945,0.01919412682614242,0.001452875540488313,0.019574023702582273,0.001532964810815532,0.018994059954731336,0.0012695270349202372,0.019026988455709607,0.0012934663107292863,0.018766839392185642,0.001195813930236296,0.019061265920703153,0.0014429356157670988,0.019341788562204167,0.001470665523676375,0.019311722626619166,0.001382977394092276,Angle20
0.023961973264364826,0.002836416414103217,0.02406362894337952,0.003224535564527327,0.023628784017688337,0.0028178461127378067,0.02427380183909899,0.0029466899776285664,0.02321510871624854,0.0027602682077103296,0.024369655330186812,0.003129865352466061,0.023892618018465216,0.0031897139703572514,0.023854117255199443,0.002819676013237809,0.023930739221458667,0.0029889720718032603,0.024176551585842483,0.003262526631895529,Coherency20
0.0518418415985874,0.006267541241793077,0.05298125028702962,0.00699138117269833,0.05144087696277477,0.006142168737647203,0.05128853976265928,0.00659813504416128,0.052098922791343,0.006325601881378017,0.05239881105600033,0.006347289067805838,0.052516267454508346,0.006206268539223663,0.05245477166456591,0.006068335996010012,0.05276347218006108,0.006004984900005296,0.05152717219284768,0.006388806519941539,Energy20
0.013607298770070563,0.0020517691961518436,0.013722376282576566,0.001865067007202742,0.013197543978323867,0.0017897365874465273,0.013290889008190329,0.0015221364041298317,0.013545610391928276,0.0021382454368784995,0.013275509293724818,0.0019881361066048154,0.013356286661985467,0.001921012700050548,0.013219939474553535,0.0018818393040018657,0.013594526779975488,0.0018537823586658386,0.013219739887511303,0.002297555910616907,MeanInt20
0.018152540317104057,0.004139930607697092,0.018549892122700137,0.0038030048689507577,0.017792324043335604,0.0034317720819059734,0.0182587809484282,0.0038191321904217207,0.017865740640175903,0.004046636998807591,0.01806326410857671,0.004052701513308775,0.017367018848163458,0.003449361396540059,0.017932019951989727,0.0037127065895771693,0.01778754325164334,0.00386896646256783,0.018359089855431006,0.0048501691231977945,VarInt20
0.009939672428450558,0.0016247908640027752,0.009554041374819279,0.0013604520917493913,0.009554408006446847,0.0012927146250470618,0.009595107774598011,0.0010355447522742776,0.009820776906635027,0.001666418778037043,0.01002864092857385,0.0024570105434676866,0.00960197452961369,0.0011368647972134444,0.009836485596953458,0.0016000908006572909,0.009642373344633075,0.0012754952018741248,0.009685159175118037,0.0013493606993516755,Density20
0.009399938801362227,0.0009788197143281634,0.009125722920378684,0.0009148863776880116,0.009231032213890353,0.0009188710716148703,0.009140790606441452,0.0009476989360377623,0.009130293600566882,0.0007613434539222532,0.00913261856383592,0.0008526285194105195,0.009207413314978444,0.0009712357046419383,0.009090062930368816,0.0011073507749555526,0.009233024953164684,0.0008901364519448358,0.009127302558900293,0.0008740409042187339,VarDensity20
0.018345306770857286,0.0014586327155819369,0.018059017307609684,0.0015669090577049107,0.018471126091467137,0.001350909801122205,0.018433614358828065,0.0012100102105494883,0.01839467699144723,0.0014031969266536499,0.018273293132265046,0.0013232483676970464,0.01829886853586902,0.0016549201381986017,0.018404219434295353,0.0014834592094286252,0.018111053416598463,0.0013772714348138932,0.018492237577024024,0.0016176617618759994,OrientationRef20
0.024080355823035485,0.0021930763385010817,0.024473504464026432,0.0018027377439510084,0.02416755401111086,0.0017341612093803305,0.024134922227398735,0.0019258961319778072,0.02430992545957712,0.0017494607947902687,0.024059886648977194,0.0017323830771396442,0.023959968921460153,0.0016729374325931082,0.024103433355956966,0.0015089099274571338,0.02417736062070122,0.0015343360053161799,0.02398722019409902,0.001814523299228122,Angle60
0.025805813681300645,0.0023484428659772713,0.02612074803423407,0.0028138738614206854,0.026388450225062015,0.0027747565805739407,0.02546951671042947,0.0027310021289128966,0.025956355413648775,0.0027391980959051445,0.02570230012235388,0.0024163123795633915,0.026076411388506564,0.0030473761381302664,0.025701272853092177,0.0024378608378427405,0.025849523029348762,0.002900277897561162,0.02582399829136962,0.002288368490656342,Coherency60
0.05398662171047486,0.009464361082341194,0.05432731863749472,0.01050326854578929,0.05274396688617409,0.009309774290816216,0.05496451018300182,0.011539617613336987,0.05313438901172605,0.010283266266307852,0.05440722176285953,0.011237279887373693,0.05424081864801453,0.010318983124973003,0.052111421087210855,0.011170077259881487,0.05230425028918503,0.010297109110135044,0.05286715196542395,0.010906229103176596,Energy60
0.01703931537837576,0.0036894572677029463,0.017848548893825752,0.00365492909980794,0.01707625100726747,0.003244649335693324,0.01740921449441238,0.003211551287335352,0.01772298229832244,0.004639738925583265,0.017246645804411032,0.0037406970680119406,0.01684072980518677,0.004194539104630147,0.017511360118777405,0.003981638999299768,0.017310584575687054,0.003609597371965266,0.017666526273271758,0.0038840771548504433,MeanInt60
0.027854224251209835,0.008750897146679702,0.026665885360139127,0.007424786699736968,0.02739989333961409,0.007413367821839435,0.02671007600529892,0.0073761447561958874,0.02784358715601064,0.00851352051370796,0.025926059195941452,0.007438989713279832,0.025950374969409534,0.007529951330869204,0.02647076119388323,0.006813875541430716,0.026437814075461596,0.007448083054698642,0.027666085763202026,0.0076887817410320495,VarInt60
