model_0_tn,model_0_fp,model_0_fn,model_0_tp,model_1_tn,model_1_fp,model_1_fn,model_1_tp,model_2_tn,model_2_fp,model_2_fn,model_2_tp,model_3_tn,model_3_fp,model_3_fn,model_3_tp,model_4_tn,model_4_fp,model_4_fn,model_4_tp,model_5_tn,model_5_fp,model_5_fn,model_5_tp,model_6_tn,model_6_fp,model_6_fn,model_6_tp,model_7_tn,model_7_fp,model_7_fn,model_7_tp,model_8_tn,model_8_fp,model_8_fn,model_8_tp,model_9_tn,model_9_fp,model_9_fn,model_9_tp
103895,17539,14204,100760,104191,17243,14312,100652,103904,17530,14042,100922,103922,17512,14204,100760,104167,17267,14033,100931,104060,17374,14213,100751,104064,17370,14210,100754,103777,17657,14195,100769,103731,17703,14114,100850,103914,17520,14399,100565
