mean,std,score
0.9193761404839579,0.0010538539290925158,accuracy
0.8792498570157447,0.002151163232152106,balanced_accuracy
0.7130678438730634,0.0031875650999581943,precision
0.8205518682265005,0.004061545711539726,recall
0.8792498570157447,0.002151163232152088,auc
0.7173113645545188,0.00372617893347469,mcc
0.7630389201877353,0.003082443878592686,f1
