mean,std,score
0.8683735561588184,0.0024873712141091045,accuracy
0.8350171222826033,0.0019270413900144615,balanced_accuracy
0.4557967130329112,0.005836360289409082,precision
0.7918007510899147,0.002508351501048502,recall
0.8350171222826033,0.0019270413900144673,auc
0.5343644045682142,0.00514817475920065,mcc
0.5785312370186976,0.004851968248848028,f1
