mean,std,score
0.8399958249960929,0.008732964245189087,accuracy
0.852972506605984,0.007268820665809371,balanced_accuracy
0.7096916762496519,0.0196075283336719,precision
0.8929121599885621,0.005864362224436986,recall
0.852972506605984,0.007268820665809378,auc
0.6754664677394884,0.015815112778919234,mcc
0.7906577064155575,0.011768553134121371,f1
