,split0_test_accuracy,split0_test_balanced_accuracy,split0_test_precision,split0_test_recall,split0_test_auc,split0_test_mcc,split0_test_f1,split0_train_accuracy,split0_train_balanced_accuracy,split0_train_precision,split0_train_recall,split0_train_auc,split0_train_mcc,split0_train_f1,split1_test_accuracy,split1_test_balanced_accuracy,split1_test_precision,split1_test_recall,split1_test_auc,split1_test_mcc,split1_test_f1,split1_train_accuracy,split1_train_balanced_accuracy,split1_train_precision,split1_train_recall,split1_train_auc,split1_train_mcc,split1_train_f1,split2_test_accuracy,split2_test_balanced_accuracy,split2_test_precision,split2_test_recall,split2_test_auc,split2_test_mcc,split2_test_f1,split2_train_accuracy,split2_train_balanced_accuracy,split2_train_precision,split2_train_recall,split2_train_auc,split2_train_mcc,split2_train_f1,split3_test_accuracy,split3_test_balanced_accuracy,split3_test_precision,split3_test_recall,split3_test_auc,split3_test_mcc,split3_test_f1,split3_train_accuracy,split3_train_balanced_accuracy,split3_train_precision,split3_train_recall,split3_train_auc,split3_train_mcc,split3_train_f1,split4_test_accuracy,split4_test_balanced_accuracy,split4_test_precision,split4_test_recall,split4_test_auc,split4_test_mcc,split4_test_f1,split4_train_accuracy,split4_train_balanced_accuracy,split4_train_precision,split4_train_recall,split4_train_auc,split4_train_mcc,split4_train_f1,split5_test_accuracy,split5_test_balanced_accuracy,split5_test_precision,split5_test_recall,split5_test_auc,split5_test_mcc,split5_test_f1,split5_train_accuracy,split5_train_balanced_accuracy,split5_train_precision,split5_train_recall,split5_train_auc,split5_train_mcc,split5_train_f1,split6_test_accuracy,split6_test_balanced_accuracy,split6_test_precision,split6_test_recall,split6_test_auc,split6_test_mcc,split6_test_f1,split6_train_accuracy,split6_train_balanced_accuracy,split6_train_precision,split6_train_recall,split6_train_auc,split6_train_mcc,split6_train_f1,split7_test_accuracy,split7_test_balanced_accuracy,split7_test_precision,split7_test_recall,split7_test_auc,split7_test_mcc,split7_test_f1,split7_train_accuracy,split7_train_balanced_accuracy,split7_train_precision,split7_train_recall,split7_train_auc,split7_train_mcc,split7_train_f1,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,rank_test_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,mean_train_balanced_accuracy,std_train_balanced_accuracy,rank_test_balanced_accuracy,mean_test_precision,std_test_precision,mean_train_precision,std_train_precision,rank_test_precision,mean_test_recall,std_test_recall,mean_train_recall,std_train_recall,rank_test_recall,mean_test_auc,std_test_auc,mean_train_auc,std_train_auc,rank_test_auc,mean_test_mcc,std_test_mcc,mean_train_mcc,std_train_mcc,rank_test_mcc,mean_test_f1,std_test_f1,mean_train_f1,std_train_f1,rank_test_f1
0,0.8543836314240435,0.8495724677800423,0.7994527946558647,0.8288145583143004,0.8495724677800423,0.6946511138347982,0.8138689431894228,0.8669130888067482,0.8739789891990601,0.7788851332992794,0.9025376235753416,0.8739789891990601,0.730708298998905,0.8361646520744854,0.7407023006400276,0.6994705567200746,0.7211428571428572,0.9187536400698894,0.6994705567200745,0.456650351881113,0.8080420028172621,0.8715145508399881,0.8761921191248391,0.7838988458803581,0.8934014898856092,0.8761921191248392,0.7347646252082719,0.8350757248364838,0.8428457209631293,0.8361473294597519,0.7473353713955218,0.8150484343320568,0.836147329459752,0.6594248842533139,0.779724574901403,0.8731110434148458,0.8781003143984141,0.7990219277488563,0.9006472568637678,0.8781003143984141,0.7430263835792013,0.8467964400555057,0.7280893952673094,0.6768455418628473,0.8107131636820609,0.8016464740602671,0.6768455418628473,0.351018966857369,0.8061543267728835,0.8708450125475118,0.8744464820881334,0.7874820628199904,0.8880165413083216,0.8744464820881334,0.7329101794108885,0.8347331308360759,0.8814441301065654,0.878353160519739,0.8414810007931358,0.8634581237052382,0.878353160519739,0.7534998307428757,0.8523279167427423,0.8600653016100548,0.8664236467389209,0.7694896485838046,0.8913592977778896,0.8664236467389208,0.7153669562216908,0.825953202200056,0.7272141291736496,0.7668585532420295,0.5611631819274213,0.8895238095238095,0.7668585532420293,0.5064194778914805,0.6881815502505158,0.8702747785316592,0.874824039348155,0.7920125252560593,0.8938707416511189,0.8748240393481551,0.7352925510492524,0.8398645828502528,0.6701984003323984,0.6620267705368477,0.6332507649715867,0.8685051958433253,0.6620267705368477,0.35785851051576334,0.7324513356366393,0.8703398085016448,0.8743142256586725,0.7894410426184257,0.8899918264448974,0.8743142256586725,0.7334360031208615,0.8367063528801821,0.9192703353856744,0.9253630169134373,0.6101416546910285,0.9334170854271356,0.9253630169134371,0.714553927417483,0.7379267535692118,0.8617258152248349,0.8653996639717314,0.7961724654337756,0.8846343610630085,0.8653996639717314,0.7210406309186916,0.8380755112982828,0.7955185054115996,0.08970173954691775,0.868098674934661,0.004790564612052555,1,0.7868296746293462,0.0997422822405862,0.8729599350659908,0.004556134933787268,1,0.7155850986574346,0.10331316926556168,0.7870504564550687,0.009577038092188258,1,0.8648959151595028,0.047815956833777845,0.8930573923212444,0.006058048040220337,1,0.7868296746293462,0.09974228224058622,0.8729599350659908,0.004556134933787309,1,0.5617596329242747,0.16362275281843894,0.7308182035634704,0.008703176564922553,1,0.7773346754850101,0.053790255446830214,0.8366711996289156,0.005807940708072168,1
