model_0_importances_mean,model_0_importances_std,model_1_importances_mean,model_1_importances_std,model_2_importances_mean,model_2_importances_std,model_3_importances_mean,model_3_importances_std,model_4_importances_mean,model_4_importances_std,model_5_importances_mean,model_5_importances_std,model_6_importances_mean,model_6_importances_std,model_7_importances_mean,model_7_importances_std,colnames
0.017372703476335148,0.002167697097156703,0.017723441389123486,0.0021182187493804525,0.017644445037377825,0.0021679117917683013,0.01773597714629119,0.0019164023188282474,0.017524959567882473,0.002359905681347183,0.01749538259012324,0.0020835400809885584,0.017706130536087144,0.00239751385503453,0.017680762565976418,0.002248019817154963,Coherency100
0.11502174717475014,0.1263848209473923,0.11923244196286138,0.1256861169244708,0.12728645219482013,0.1273652618381177,0.12888944590113421,0.12121574303987785,0.1214168598655326,0.12172075629636628,0.11343494688806584,0.11527103680567155,0.11791262772468511,0.11833265113435354,0.11268644115971438,0.11822740970849241,Energy100
0.020400323628593436,0.01621879465138825,0.021013167291818926,0.01680115859658199,0.02055029991919976,0.015490844217851253,0.02233342105241614,0.01764152231203306,0.02047987698523934,0.015921205450201655,0.021710415808034123,0.01762058656827489,0.0208041112198296,0.015028570366753256,0.020669612376109738,0.015197882033812242,MeanInt100
0.033168997145448145,0.04143508060479271,0.03379179424142614,0.04087656186126609,0.034565768825664485,0.041306845206733174,0.033229421584500506,0.03878480957925567,0.034850812010612124,0.04171064745188309,0.035514309732077934,0.04127222252608966,0.03718135357326616,0.04327223141643494,0.03269958833657021,0.03831926735975327,VarInt100
0.011663379419488824,0.006837008589503552,0.010834557042493354,0.005371362174602431,0.012648407461373615,0.007767179242713694,0.011035181423892633,0.005242248088405169,0.012409452040682006,0.007096488468089423,0.011529258445909315,0.006741242260447456,0.011621971066164324,0.0070278804839217545,0.012573419222560374,0.007816759340575345,Density100
0.00854674193416383,0.004196053893456048,0.00888474089962793,0.0042624988027508345,0.008488355811372975,0.004015229485689619,0.00854246404369256,0.004036705263181432,0.00844618554361863,0.00396884865686586,0.00851212273996165,0.004068091897748125,0.008216161805670549,0.003937278652805449,0.008652192491488206,0.004143124888748629,VarDensity100
0.01700993777499025,0.0016915986296147255,0.016710305031146615,0.0013643899381414804,0.017230409064200546,0.001554282074176173,0.017071218669633174,0.0013755449545160977,0.016642977468424885,0.0013712571714889425,0.0171443999090235,0.0016536638523523906,0.017077702919881615,0.0013326546301216555,0.017099889140122816,0.0014290262861271117,OrientationRef100
0.018898508623665284,0.001413233610288195,0.018669253266964527,0.0013702296192146233,0.018995883016745155,0.0012893777263144595,0.0188859906645755,0.0012600873078567464,0.018759123578826063,0.0012802489159486415,0.018681401321895146,0.0011899188689538218,0.01889692195766544,0.001392065674141096,0.01910450706996366,0.0014049892591735677,Angle140
0.019875070380148872,0.002036642715537975,0.020209310931346404,0.0022332666243343327,0.019995774284806752,0.0018929355911740302,0.01979056235591475,0.0019033615448657388,0.019827037647162562,0.002118168840547401,0.019956927385705873,0.002264107488096046,0.01988869100456467,0.0019736020469181222,0.020327936560484535,0.002163777926448907,Coherency140
0.1602556058887018,0.15047798576553603,0.15939668352531586,0.1471264026264937,0.16019960489276197,0.1485933618678068,0.1562810263217064,0.14663750029603217,0.15569699839550957,0.1501248528308236,0.15941965331825267,0.14586209082909876,0.1522534547073637,0.14387680342454498,0.15793707046948544,0.14490076811989097,Energy140
0.030186328665682945,0.020124949321836026,0.029818722901200224,0.019759430167265564,0.029851290451400243,0.019906966505040546,0.03055838321809958,0.021702143947947693,0.02982519937761035,0.021093943540006127,0.02864905246080114,0.019593150416171535,0.03085509751710148,0.019946076291834352,0.028975825521495448,0.018985440774137878,MeanInt140
0.0411889996412793,0.04358283768004567,0.04274096982439768,0.04442897005825179,0.03796408909134036,0.042962107492526554,0.04469587195974807,0.04543997134354027,0.04390944198074554,0.04593007473084424,0.04312531691268282,0.04301732533787162,0.045003198717053786,0.04754031618336227,0.04261284432401621,0.04462858617152587,VarInt140
0.01887980978928598,0.010471372011067383,0.018754179516653344,0.010720215134956313,0.01931981817870772,0.010962510864709826,0.01931858810438073,0.01101896809803237,0.02115227466983467,0.012243182397570145,0.019765934032657525,0.012372407890430497,0.018648511671530418,0.010662268976168265,0.01982507698750256,0.01062549638843079,Density140
0.010777921861048086,0.0029667101958553467,0.01098398597657314,0.002155590860310925,0.011082326706889495,0.0030501374473130313,0.011620551262894145,0.00365573799336253,0.011253428414858222,0.004093817393441399,0.011312931008251148,0.003248648682449112,0.010735793633371972,0.0031458279556781554,0.011208531425570888,0.0036402223032887173,VarDensity140
0.018414545918791006,0.0015135303952330782,0.018753955493554596,0.001881936061161114,0.018678384903630343,0.0011925714093231254,0.01843090768762911,0.0013617067162352266,0.018327586592769802,0.0015222462617504849,0.01860928030710931,0.0016304565538924954,0.018686928734985956,0.0020540887338552426,0.018608423659664596,0.0013411459243856019,OrientationRef140
0.039089050149844394,0.018610398458814688,0.03979522724296148,0.018846795740644663,0.0397893278484872,0.019024821472085608,0.04050052583037218,0.018651897968309825,0.039428012065355,0.019185370577836806,0.038923451316180566,0.019157116681723287,0.03958015866850812,0.01909839344362587,0.03999899709097704,0.018476603324549964,Dist
0.011375249480872419,0.006582274590152527,0.011688134845274208,0.00582770556054539,0.010832664894059516,0.005129184442518933,0.01118319013473677,0.00502969690418401,0.01111135744478321,0.005802422768001042,0.010793022232234046,0.00522023088966025,0.010986529418048589,0.005385094274958817,0.011252801230590649,0.006087037476596977,Frac
