model_0_tn,model_0_fp,model_0_fn,model_0_tp,model_1_tn,model_1_fp,model_1_fn,model_1_tp,model_2_tn,model_2_fp,model_2_fn,model_2_tp,model_3_tn,model_3_fp,model_3_fn,model_3_tp,model_4_tn,model_4_fp,model_4_fn,model_4_tp,model_5_tn,model_5_fp,model_5_fn,model_5_tp,model_6_tn,model_6_fp,model_6_fn,model_6_tp,model_7_tn,model_7_fp,model_7_fn,model_7_tp
144447,27065,8057,79715,144365,27147,7862,79910,144547,26965,8000,79772,144664,26848,8048,79724,144343,27169,7979,79793,144431,27081,8179,79593,144371,27141,7810,79962,144636,26876,7936,79836
