model_0_tn,model_0_fp,model_0_fn,model_0_tp,model_1_tn,model_1_fp,model_1_fn,model_1_tp,model_2_tn,model_2_fp,model_2_fn,model_2_tp,model_3_tn,model_3_fp,model_3_fn,model_3_tp,model_4_tn,model_4_fp,model_4_fn,model_4_tp,model_5_tn,model_5_fp,model_5_fn,model_5_tp,model_6_tn,model_6_fp,model_6_fn,model_6_tp,model_7_tn,model_7_fp,model_7_fn,model_7_tp,model_8_tn,model_8_fp,model_8_fn,model_8_tp,model_9_tn,model_9_fp,model_9_fn,model_9_tp
106820,7570,20724,84331,106711,7679,20760,84295,106687,7703,20598,84457,106768,7622,20853,84202,106714,7676,21155,83900,106754,7636,20899,84156,106816,7574,20551,84504,106507,7883,20796,84259,107049,7341,21027,84028,106713,7677,20789,84266
