mean,std,score
0.9615544494226507,0.0006520650009752113,accuracy
0.96343503858403,0.0005752304805514496,balanced_accuracy
0.9341883534150843,0.0014787070616361715,precision
0.9731075923636109,0.0007092579870614822,recall
0.96343503858403,0.0005752304805514683,auc
0.9211809730367128,0.0012921861078933725,mcc
0.9532500298124245,0.000760768189572617,f1
