model_0_tn,model_0_fp,model_0_fn,model_0_tp,model_1_tn,model_1_fp,model_1_fn,model_1_tp,model_2_tn,model_2_fp,model_2_fn,model_2_tp,model_3_tn,model_3_fp,model_3_fn,model_3_tp,model_4_tn,model_4_fp,model_4_fn,model_4_tp,model_5_tn,model_5_fp,model_5_fn,model_5_tp,model_6_tn,model_6_fp,model_6_fn,model_6_tp,model_7_tn,model_7_fp,model_7_fn,model_7_tp,model_8_tn,model_8_fp,model_8_fn,model_8_tp,model_9_tn,model_9_fp,model_9_fn,model_9_tp
264151,21752,58290,134536,264404,21499,58470,134356,264384,21519,58170,134656,264031,21872,58141,134685,263855,22048,58122,134704,264134,21769,58449,134377,264128,21775,58318,134508,264295,21608,58352,134474,264182,21721,58398,134428,264008,21895,58249,134577
