importances_mean,importances_std,colnames
0.002820521547181332,0.000241234134597567,Angle20
0.005373547778508103,0.00025635849358847244,Coherency20
0.010891326937481852,0.00034879998075067724,Energy20
0.0013630752516020231,0.00011573581590821594,MeanInt20
0.002423140090487415,0.0001724515684376332,VarInt20
0.0012232912363197197,0.0001529215997433434,Density20
0.0009620444876657068,0.00011128669628184352,VarDensity20
0.002500569786670618,0.0001865861095713914,OrientationRef20
0.0058569070582452495,0.00029375586213813766,Angle60
0.007572507262408908,0.0002612724384230176,Coherency60
0.013709154296335032,0.00033770704267207705,Energy60
0.0028694119423416818,0.00016167475699241013,MeanInt60
0.003398034209269755,0.00017479339615557912,VarInt60
0.0016567598159700177,0.00018836304874105667,Density60
0.001484423597111606,0.00011305388970186478,VarDensity60
0.004712928371206389,0.00017906926203346694,OrientationRef60
0.009161074950662939,0.00030181212501454845,Angle100
0.008596087751227558,0.0002457248842343054,Coherency100
0.011138111602766516,0.00027075848976361634,Energy100
0.004225253659902276,0.0001856981096879274,MeanInt100
0.005749476656746063,0.0002372238993135134,VarInt100
0.003460865982223767,0.00022702681065045236,Density100
0.002841294355288256,0.0001890826006233601,VarDensity100
0.008559648891764204,0.0002539396899920878,OrientationRef100
0.014095988229492092,0.0002889561769646871,Angle140
0.02289474667964572,0.00042877874582042126,Coherency140
0.058149616565887935,0.0006141949624773586,Energy140
0.017266921495769513,0.000293950002939239,MeanInt140
0.009265238466750807,0.0002963314455026534,VarInt140
0.009170980261688744,0.00027320569804545336,Density140
0.005065336847534459,0.0001582664565047134,VarDensity140
0.01178499999965363,0.0002931331164275377,OrientationRef140
0.03794542202436949,0.0004811639974964222,Dist
0.003527474655505917,0.00019615666205083002,Frac
