mean,std,score
0.7727241105752979,0.0035848916226441656,accuracy
0.7780873869282781,0.003654006081382897,balanced_accuracy
0.6854533240252824,0.009144187324222517,precision
0.8055476258194982,0.010003397356504736,recall
0.7780873869282781,0.0036540060813829,auc
0.5463463967715219,0.007082221278493107,mcc
0.7405778529187204,0.005370096079231993,f1
