mean,std,score
0.9795413182935974,0.0007334622380304573,accuracy
0.9791465312553992,0.0007674616003569534,balanced_accuracy
0.9814378779885431,0.00044995380252154586,precision
0.9740614132077166,0.001252462851933486,recall
0.9791465312553992,0.000767461600356937,auc
0.9588358748067247,0.0014718133295542927,mcc
0.9777355012269704,0.0008009727709139383,f1
