mean,std,score
0.7106440422201752,0.01860251581969421,accuracy
0.7222054042349962,0.009280223405599475,balanced_accuracy
0.3932721557165836,0.014965183832580102,precision
0.741957240154415,0.01348061117134085,recall
0.7222054042349962,0.009280223405599463,auc
0.3689503967697806,0.01647944741890235,mcc
0.5137278295215263,0.01013763120370556,f1
