model,mean,std,score
0,0.7408797300271321,0.01211494730815752,accuracy
1,0.9871509007162236,0.0016849070453142981,accuracy
2,0.8287141943227234,0.0077841095217145,accuracy
3,0.7665116281019377,0.015167469577019843,accuracy
4,0.7437212637497788,0.013327677534135374,accuracy
5,0.8257483311304505,0.007021348599980002,accuracy
6,0.8275903502541102,0.0072976218323871165,accuracy
7,0.7636177938779054,0.016718902727659638,accuracy
8,0.744296895669425,0.013623293855930389,accuracy
9,0.7649296827108326,0.01678101306993547,accuracy
10,0.766863870300887,0.01477373614487728,accuracy
11,0.7665134557743604,0.015166898851839469,accuracy
12,0.912249439794333,0.005186264473184108,accuracy
13,0.7636177938779054,0.016718902727659638,accuracy
14,0.8262362163221525,0.0075848569462109985,accuracy
15,0.763578218536908,0.01752473571960736,accuracy
16,0.8013273624567585,0.011493117849842676,accuracy
17,0.9703527987213215,0.0025776677034393854,accuracy
18,0.9680731375948328,0.0027419223983749957,accuracy
19,0.744296895669425,0.013623293855930389,accuracy
20,0.7996115941120696,0.010651760011730039,accuracy
21,0.8239475483758375,0.008098007107878731,accuracy
22,0.8270485567871861,0.007839625330591207,accuracy
23,0.9282263772057503,0.006339658216744279,accuracy
24,0.7659520672724496,0.014833956196574656,accuracy
25,0.9204522066128367,0.005794499300504376,accuracy
26,0.7408797300271321,0.01211494730815752,accuracy
27,0.9714910625600327,0.003045940204071902,accuracy
28,0.8003762371706102,0.011609554080276602,accuracy
29,0.7447242790383298,0.013717103335956717,accuracy
30,0.8265090963693494,0.007753574019197748,accuracy
31,0.9213443255728808,0.006839603918989973,accuracy
32,0.8273717009415003,0.007552653123903829,accuracy
33,0.7640922366233984,0.01709896201050083,accuracy
34,0.796009627478419,0.010971898969846789,accuracy
35,0.8251933041882815,0.007758044168567086,accuracy
36,0.7424942370259202,0.012389530299002043,accuracy
37,0.7664951091162293,0.014347746770298934,accuracy
38,0.9833190781130869,0.0016424348426301483,accuracy
39,0.8014420615376538,0.010315810827904528,accuracy
40,0.7424942370259202,0.012389530299002043,accuracy
41,0.8291417833218524,0.007133279796986309,accuracy
42,0.9108381758255011,0.007628458218558019,accuracy
43,0.825760713526756,0.007878462142847511,accuracy
44,0.7987194757072575,0.01146816541128796,accuracy
45,0.7962405729409058,0.012142550982652016,accuracy
46,0.7978274160780494,0.01117654713423669,accuracy
47,0.7438034504176977,0.013500853001724739,accuracy
48,0.7438034504176977,0.013500853001724739,accuracy
49,0.9860383124521823,0.0021934161785439324,accuracy
0,0.6378081045285532,0.013660661330404344,balanced_accuracy
1,0.9863581773915561,0.0024763176055602708,balanced_accuracy
2,0.8163677987125731,0.006473986446337302,balanced_accuracy
3,0.6975120477245744,0.015536228608562718,balanced_accuracy
4,0.6383480377198069,0.01795125145187314,balanced_accuracy
5,0.8119857238140534,0.005874987191667387,balanced_accuracy
6,0.8162754204818384,0.006501625106977923,balanced_accuracy
7,0.6908114875158309,0.013386114168315314,balanced_accuracy
8,0.6371912140613353,0.018427012865992368,balanced_accuracy
9,0.69297718344813,0.01540784784371316,balanced_accuracy
10,0.6989289566508008,0.013811566558483274,balanced_accuracy
11,0.6975133528077865,0.015536607619228093,balanced_accuracy
12,0.906693471332533,0.009097522949972514,balanced_accuracy
13,0.6908114875158309,0.013386114168315314,balanced_accuracy
14,0.8122730438738569,0.00693620118005859,balanced_accuracy
15,0.6906922668288279,0.015101829336822963,balanced_accuracy
16,0.7821758004134001,0.0022318225337618343,balanced_accuracy
17,0.9748972620736536,0.00308715540243672,balanced_accuracy
18,0.9728599386752916,0.003252190567785228,balanced_accuracy
19,0.6371912140613353,0.018427012865992368,balanced_accuracy
20,0.7800392458622116,0.003169140310289685,balanced_accuracy
21,0.8107745314248327,0.00548724575829866,balanced_accuracy
22,0.8140297009104804,0.006352917254524355,balanced_accuracy
23,0.9282508491098302,0.009233620166632803,balanced_accuracy
24,0.6947636066700368,0.015151909393645364,balanced_accuracy
25,0.920848560040447,0.009310408418201022,balanced_accuracy
26,0.6378081045285532,0.013660661330404344,balanced_accuracy
27,0.9704971434076273,0.004389488220992877,balanced_accuracy
28,0.7808637539886943,0.002102095718724518,balanced_accuracy
29,0.6378636386046912,0.018577760996054977,balanced_accuracy
30,0.8132969000825914,0.0059964988961993745,balanced_accuracy
31,0.9160580048438519,0.010429055346157796,balanced_accuracy
32,0.8159879093522268,0.006244537256302274,balanced_accuracy
33,0.6942014203551508,0.015379635496156402,balanced_accuracy
34,0.7763130768500719,0.002520349016644783,balanced_accuracy
35,0.8110627975447724,0.004697953527763461,balanced_accuracy
36,0.6369311734243397,0.017186785078007246,balanced_accuracy
37,0.6993903162373133,0.01521963627409134,balanced_accuracy
38,0.9864478984582733,0.0016473200024161015,balanced_accuracy
39,0.7831463764569837,0.002563166850236367,balanced_accuracy
40,0.6369311734243397,0.017186785078007246,balanced_accuracy
41,0.8170993132782978,0.007231471855406375,balanced_accuracy
42,0.9108952937790405,0.009771837610146281,balanced_accuracy
43,0.8129222784797925,0.006117914046087095,balanced_accuracy
44,0.7795917450610317,0.003011744665650009,balanced_accuracy
45,0.7769528615538905,0.0019147752487829823,balanced_accuracy
46,0.7784454830425406,0.0025093995649681355,balanced_accuracy
47,0.6387282273544288,0.018080497476202675,balanced_accuracy
48,0.6387282273544288,0.018080497476202675,balanced_accuracy
49,0.9852048889027781,0.0031032653327418883,balanced_accuracy
0,0.5323502976335985,0.023233368473408858,precision
1,0.9685198761311984,0.004555669212202342,precision
2,0.6536747887317198,0.011400113131514136,precision
