,mean,std
Coherency20,0.004369946589541684,0.00042769671392550897
Energy20,0.025759462939897393,0.0010283737733390729
MeanInt20,0.0010154320336084766,0.00032437291196809616
VarInt20,-0.0013648166522409189,0.00048571136750477363
Density20,-0.0002691633768920454,0.00035404763674774467
VarDensity20,2.6388566361967848e-05,0.00020809187521777527
OrientationRef20,0.0013690388228588257,0.00032534180831175264
Coherency60,0.004343558023179717,0.000463123474594597
Energy60,0.028555595431611402,0.0007956726459015998
MeanInt60,-0.0007684350524604699,0.000266899966294909
VarInt60,-0.008029512972619224,0.0005295637615325224
Density60,-0.0024087483375203277,0.0003237884619905406
VarDensity60,2.533302370748558e-05,0.00018687577087402282
OrientationRef60,0.0015263146783761506,0.0003596969716105391
Coherency100,0.0035920116531908963,0.0004068716464247444
Energy100,0.00435622453503347,0.0007652509532467484
MeanInt100,-0.005997593362747777,0.0003788148325625806
VarInt100,-0.008471785344845773,0.00048258505139578433
Density100,-0.00536215668475164,0.0003086447152613293
VarDensity100,-0.002747577529607981,0.00036148444837586744
OrientationRef100,0.004756275201080884,0.00046907441480164994
Coherency140,0.008198399797335809,0.0004443583845561177
Energy140,0.0214454601110431,0.0007947479189315791
MeanInt140,-0.006878971479237472,0.0003964978472256879
VarInt140,-0.00019949756169647116,0.0007815642969685025
Density140,-0.004669720703413616,0.0004250102880817171
VarDensity140,-0.007210411872743794,0.0006793702456753858
OrientationRef140,0.008359897823471052,0.0006440886334955077
