importances_mean,importances_std,colnames
0.013569796259044064,0.0009912461723230758,Angle20
0.01697711136952307,0.006524201496931117,Coherency20
0.05901605817799786,0.07736872490615605,Energy20
0.012856632022677731,0.00895091156208439,MeanInt20
0.01650729191409747,0.01970134807591334,VarInt20
0.004315078334550192,0.0006006983245771309,Density20
0.00435821916454453,0.000873757945885096,VarDensity20
0.012818466759270248,0.0009511541404073475,OrientationRef20
0.01616091875731444,0.0010603055342523805,Angle60
0.0163282114341393,0.0031396620570189543,Coherency60
0.13451290824618434,0.14638630283923487,Energy60
0.01591147403365506,0.013662760398822969,MeanInt60
0.025702874348398363,0.03195901110534849,VarInt60
0.00733381464544107,0.003907529793985229,Density60
0.0057277741672830725,0.0008042353137472998,VarDensity60
0.015540567512403087,0.0013098635733460144,OrientationRef60
0.01723950027063807,0.0012836377557634874,Angle100
0.017644445037377825,0.0021679117917683013,Coherency100
0.12728645219482013,0.1273652618381177,Energy100
0.02055029991919976,0.015490844217851253,MeanInt100
0.034565768825664485,0.041306845206733174,VarInt100
0.012648407461373615,0.007767179242713694,Density100
0.008488355811372975,0.004015229485689619,VarDensity100
0.017230409064200546,0.001554282074176173,OrientationRef100
0.018995883016745155,0.0012893777263144595,Angle140
0.019995774284806752,0.0018929355911740302,Coherency140
0.16019960489276197,0.1485933618678068,Energy140
0.029851290451400243,0.019906966505040546,MeanInt140
0.03796408909134036,0.042962107492526554,VarInt140
0.01931981817870772,0.010962510864709826,Density140
0.011082326706889495,0.0030501374473130313,VarDensity140
0.018678384903630343,0.0011925714093231254,OrientationRef140
0.0397893278484872,0.019024821472085608,Dist
0.010832664894059516,0.005129184442518933,Frac
