,split0_test_accuracy,split0_test_balanced_accuracy,split0_test_precision,split0_test_recall,split0_test_auc,split0_test_mcc,split0_test_f1,split0_train_accuracy,split0_train_balanced_accuracy,split0_train_precision,split0_train_recall,split0_train_auc,split0_train_mcc,split0_train_f1,split1_test_accuracy,split1_test_balanced_accuracy,split1_test_precision,split1_test_recall,split1_test_auc,split1_test_mcc,split1_test_f1,split1_train_accuracy,split1_train_balanced_accuracy,split1_train_precision,split1_train_recall,split1_train_auc,split1_train_mcc,split1_train_f1,split2_test_accuracy,split2_test_balanced_accuracy,split2_test_precision,split2_test_recall,split2_test_auc,split2_test_mcc,split2_test_f1,split2_train_accuracy,split2_train_balanced_accuracy,split2_train_precision,split2_train_recall,split2_train_auc,split2_train_mcc,split2_train_f1,split3_test_accuracy,split3_test_balanced_accuracy,split3_test_precision,split3_test_recall,split3_test_auc,split3_test_mcc,split3_test_f1,split3_train_accuracy,split3_train_balanced_accuracy,split3_train_precision,split3_train_recall,split3_train_auc,split3_train_mcc,split3_train_f1,split4_test_accuracy,split4_test_balanced_accuracy,split4_test_precision,split4_test_recall,split4_test_auc,split4_test_mcc,split4_test_f1,split4_train_accuracy,split4_train_balanced_accuracy,split4_train_precision,split4_train_recall,split4_train_auc,split4_train_mcc,split4_train_f1,split5_test_accuracy,split5_test_balanced_accuracy,split5_test_precision,split5_test_recall,split5_test_auc,split5_test_mcc,split5_test_f1,split5_train_accuracy,split5_train_balanced_accuracy,split5_train_precision,split5_train_recall,split5_train_auc,split5_train_mcc,split5_train_f1,split6_test_accuracy,split6_test_balanced_accuracy,split6_test_precision,split6_test_recall,split6_test_auc,split6_test_mcc,split6_test_f1,split6_train_accuracy,split6_train_balanced_accuracy,split6_train_precision,split6_train_recall,split6_train_auc,split6_train_mcc,split6_train_f1,split7_test_accuracy,split7_test_balanced_accuracy,split7_test_precision,split7_test_recall,split7_test_auc,split7_test_mcc,split7_test_f1,split7_train_accuracy,split7_train_balanced_accuracy,split7_train_precision,split7_train_recall,split7_train_auc,split7_train_mcc,split7_train_f1,split8_test_accuracy,split8_test_balanced_accuracy,split8_test_precision,split8_test_recall,split8_test_auc,split8_test_mcc,split8_test_f1,split8_train_accuracy,split8_train_balanced_accuracy,split8_train_precision,split8_train_recall,split8_train_auc,split8_train_mcc,split8_train_f1,split9_test_accuracy,split9_test_balanced_accuracy,split9_test_precision,split9_test_recall,split9_test_auc,split9_test_mcc,split9_test_f1,split9_train_accuracy,split9_train_balanced_accuracy,split9_train_precision,split9_train_recall,split9_train_auc,split9_train_mcc,split9_train_f1,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,rank_test_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,mean_train_balanced_accuracy,std_train_balanced_accuracy,rank_test_balanced_accuracy,mean_test_precision,std_test_precision,mean_train_precision,std_train_precision,rank_test_precision,mean_test_recall,std_test_recall,mean_train_recall,std_train_recall,rank_test_recall,mean_test_auc,std_test_auc,mean_train_auc,std_train_auc,rank_test_auc,mean_test_mcc,std_test_mcc,mean_train_mcc,std_train_mcc,rank_test_mcc,mean_test_f1,std_test_f1,mean_train_f1,std_train_f1,rank_test_f1
0,0.8888308649969712,0.8732507122877773,0.8250857105893007,0.8297014245755545,0.8732507122877773,0.7454089834508995,0.8273871302542812,0.9757714874575264,0.9786121723089591,0.9419557719618584,0.9868502157386481,0.9786121723089591,0.9462478099097272,0.9638805174853726,0.8888099763958808,0.8732653215703936,0.831390134529148,0.8282596209075244,0.8732653215703936,0.7472559172537979,0.8298219252533648,0.9762449635144921,0.978826420981039,0.9436006466600552,0.9862829879230655,0.978826420981039,0.9471635494561749,0.9644698245187718,0.8896664090405866,0.8743082201079593,0.831312936950805,0.8301415487094088,0.8743082201079592,0.7488891169606432,0.8307268298936034,0.9765838238297714,0.979300690020817,0.9438224357408463,0.9871542834432198,0.9793006900208171,0.9479604279299392,0.9650021680686844,0.8870344453031981,0.8727581798949482,0.8275318451254887,0.8307799442896936,0.8727581798949482,0.7447776799687063,0.8291527137170658,0.9757668455353993,0.9785904299719284,0.9418424033589505,0.9867325184764071,0.9785904299719284,0.9461545284295867,0.9637650227141008,0.8862197898606731,0.8715978140365532,0.8273880926826188,0.8284865343279808,0.8715978140365532,0.7429461857519128,0.8279369491739583,0.9755301075069165,0.978524577408478,0.9408238330386718,0.9871568892237275,0.978524577408478,0.945678954022042,0.9634336252492847,0.889039751007875,0.8745718763900141,0.8317195114233277,0.8320354542576764,0.8745718763900141,0.7490715637694599,0.8318774528421319,0.9753885288820395,0.9781448409846261,0.9413408768680763,0.9860930493671876,0.9781448409846261,0.9452999634292728,0.9631974234031624,0.8901677354667558,0.875139185319638,0.830963361516782,0.83202924576706,0.875139185319638,0.7500300187375412,0.8314959620561466,0.9755068978962809,0.9782141407540497,0.9418067953071309,0.9860421219948341,0.9782141407540497,0.9455846421728227,0.9634169593055705,0.8910868339147328,0.8763178854843066,0.8334929451573773,0.8335993870123236,0.8763178854843066,0.7526110822777473,0.8335461626867577,0.9758805726275136,0.9787309862024149,0.9420227003218702,0.9869653189450144,0.978730986202415,0.9464382773994338,0.9639704607703775,0.8872224427130115,0.872242313559811,0.8274370068719776,0.8287553374545918,0.8722423135598111,0.744181360383713,0.8280956474671252,0.9752840856341795,0.9781565558303295,0.9408023947229408,0.9864512693058761,0.9781565558303295,0.9451236231693511,0.9630862130524156,0.8871783088235294,0.8718074176362525,0.8243789716926632,0.8281532112458087,0.8718074176362525,0.742733568909011,0.8262617814520539,0.9757436922227096,0.9785211138812655,0.9420596062816163,0.9865610461817769,0.9785211138812656,0.9461430207388738,0.963796907962879,0.8885256557523213,0.0015652510044436966,0.9757701005106828,0.000395703893674794,1,0.8735258926287655,0.0015331622602901887,0.9785621928343907,0.00035118018319123945,1,0.8290700516539488,0.003096999815942829,0.9420077464262014,0.0010112149567977683,1,0.8301941708547622,0.0018807883622157914,0.9866289700599756,0.0004102779250746658,1,0.8735258926287655,0.0015331622602901718,0.9785621928343907,0.00035118018319126986,1,0.7467905477463431,0.0033032442280995643,0.9461794796657224,0.0008632307849712256,1,0.8296302554796489,0.002283585903330007,0.9638019122530619,0.0005853916341746078,1
