importances_mean,importances_std,colnames
0.0,0.0,Angle20
0.04797974716869705,0.15062427644206447,Coherency20
0.10421368584932496,0.22867589298339244,Energy20
0.0,0.0,MeanInt20
0.0,0.0,VarInt20
0.0035185081219039124,0.027026173699403404,Density20
0.0002649249748047664,0.0020349273437258297,VarDensity20
0.0,0.0,OrientationRef20
0.0,0.0,Angle60
0.006257885136492469,0.028079373493067297,Coherency60
0.18796958183340792,0.35283296252794527,Energy60
0.008329420835297236,0.054820952278069296,MeanInt60
0.023398306003983488,0.08346447274154208,VarInt60
0.0004609174806804197,0.0025787630291843324,Density60
0.0003684440437980676,0.0028300724003470414,VarDensity60
0.0,0.0,OrientationRef60
0.0,0.0,Angle100
0.0023210155535104194,0.014722715112137434,Coherency100
0.17914177191560698,0.30670946029175444,Energy100
0.0070265896474213255,0.04723894224065409,MeanInt100
0.03678517830939296,0.13961785931826537,VarInt100
0.009279264820094757,0.04750423392473852,Density100
0.009766588924615937,0.04163425174654314,VarDensity100
9.47378610602421e-05,0.0007276953186450449,OrientationRef100
0.0,0.0,Angle140
0.0012505950795301218,0.009606003077438184,Coherency140
0.2854155388246415,0.37556407613910736,Energy140
0.00843860067143294,0.03254861079338379,MeanInt140
0.0245326672957946,0.08158794321259119,VarInt140
0.01656043586634791,0.06342452945917298,Density140
0.0027595619546011184,0.011256933081749932,VarDensity140
0.0,0.0,OrientationRef140
0.02356486635132109,0.06989613928046579,Dist
0.010301165476237922,0.04983173781133296,Frac
