mean,std,score
0.8496964512022687,0.002816410681963794,accuracy
0.8464349175484271,0.002077045719725478,balanced_accuracy
0.44479880996243404,0.005356675179336638,precision
0.8420944022163895,0.0029901837622472293,recall
0.8464349175484271,0.0020770457197254403,auc
0.5388865037082444,0.004985218418406892,mcc
0.5820991080510465,0.004678686914999347,f1
