mean,std,score
0.9703903296926015,0.0012616546639132075,accuracy
0.9708940068441845,0.0012358661268145154,balanced_accuracy
0.9517275704164812,0.0021581219789787495,precision
0.9892971324848674,0.0005448149886482608,recall
0.9708940068441845,0.0012358661268145638,auc
0.9414946188276424,0.0024500981692407845,mcc
0.9701476644159467,0.001242149391124699,f1
