model_0_tn,model_0_fp,model_0_fn,model_0_tp,model_1_tn,model_1_fp,model_1_fn,model_1_tp,model_2_tn,model_2_fp,model_2_fn,model_2_tp,model_3_tn,model_3_fp,model_3_fn,model_3_tp,model_4_tn,model_4_fp,model_4_fn,model_4_tp,model_5_tn,model_5_fp,model_5_fn,model_5_tp,model_6_tn,model_6_fp,model_6_fn,model_6_tp,model_7_tn,model_7_fp,model_7_fn,model_7_tp,model_8_tn,model_8_fp,model_8_fn,model_8_tp,model_9_tn,model_9_fp,model_9_fn,model_9_tp
69438,1957,13087,23314,69433,1962,13351,23050,69411,1984,13056,23345,69476,1919,13128,23273,69276,2119,13155,23246,69505,1890,13223,23178,69440,1955,13158,23243,69401,1994,13113,23288,69488,1907,13215,23186,69468,1927,13146,23255
