model_0_importances_mean,model_0_importances_std,model_1_importances_mean,model_1_importances_std,model_2_importances_mean,model_2_importances_std,model_3_importances_mean,model_3_importances_std,model_4_importances_mean,model_4_importances_std,model_5_importances_mean,model_5_importances_std,model_6_importances_mean,model_6_importances_std,model_7_importances_mean,model_7_importances_std,model_8_importances_mean,model_8_importances_std,model_9_importances_mean,model_9_importances_std,colnames
0.0152039085121555,0.0017810276401756166,0.015462554347958823,0.0019258199689380026,0.01510127813004354,0.0020285463626825177,0.015074413243542176,0.0017075189886737647,0.01536198357080692,0.001647802258013997,0.015469019120063713,0.001987817701990144,0.015142677061899132,0.00169916128188306,0.015287739516730172,0.0020020914590857617,0.014886269533411309,0.001347192512848852,0.015088140347909595,0.0019382604594782664,Angle20
0.027758603918981745,0.007677158016891959,0.027252591825512828,0.008244729768072041,0.02919810369637428,0.00882630400342895,0.028025556378603662,0.007718684133803357,0.02775097163197861,0.008348381820960954,0.028681829460326186,0.0074913084232879545,0.026968907407557235,0.007424628286574282,0.03012184950829563,0.008788671824927102,0.02885999743275975,0.008379171307807187,0.028116317876128682,0.007920921399059184,Coherency20
0.08391393132953248,0.021595146025734487,0.08044089474462483,0.01855751585230848,0.08423390796977777,0.021483125186014564,0.08204574235485289,0.02061928714813683,0.08311316633750256,0.020002473469033857,0.08018108784940256,0.021180158697007817,0.07970216096448518,0.02020909443643322,0.08221736751035727,0.018693134020027053,0.08610975355875644,0.022244060052647934,0.08533357345240598,0.0225337112066218,Energy20
0.01137707224182369,0.004281402090310829,0.011283670170483871,0.004180071369807638,0.011582707207452398,0.0035961676209312204,0.01112512293675616,0.003371488726434242,0.011546632593458655,0.003664566082946348,0.011661515978266337,0.004093191138277394,0.0111872750327118,0.0033123857861240926,0.011813214374679379,0.004033420317819997,0.011161572471012895,0.003905018180759093,0.011355017830143149,0.003909289522167286,MeanInt20
0.018407599321963446,0.008654957995425778,0.017648104051539788,0.007416473524143795,0.019011981082046103,0.008530834339730651,0.017310025567014876,0.0070689204809345875,0.017376230993894275,0.006555676888627854,0.018864726330841523,0.007754909761278417,0.017874225879032125,0.007382566310403502,0.01772152573925283,0.006937249047049817,0.01803292753931064,0.007758812769563092,0.018124760253078562,0.0069029094610633815,VarInt20
0.007582979563908817,0.0019850944378589537,0.0076098873533520335,0.0013877467876111627,0.007570497314503299,0.0012980347432102579,0.00798915575526269,0.0019128881608409763,0.007922046383847903,0.0027705488442009312,0.007387815836560144,0.0011741219207626857,0.007536255543431872,0.0012326290144262844,0.007468017083951887,0.0013875030919454888,0.007701285469014685,0.0013724130473565072,0.007591986317544863,0.0012140719348089375,Density20
0.0072872005568862235,0.0011890830539111827,0.00715673760802306,0.0012157125576918227,0.007324715633907316,0.0011617751134934075,0.00716246313629781,0.0009758616104750539,0.007124640388821988,0.0010725639810875598,0.007117274954370989,0.001131598421233454,0.007195716801845787,0.0008708776243459363,0.0075090419687119485,0.0020434435360441334,0.007180797437634641,0.0010753076434580743,0.007266876688300099,0.001336605807381556,VarDensity20
0.01530600250928715,0.0018329115648577617,0.015134044490101344,0.0016269692209645037,0.015247743897414888,0.0017140121570688612,0.015260553334479362,0.001933283905768102,0.015285088429394408,0.002113952565349445,0.015316160105036867,0.0017422051069061319,0.015186729611212984,0.001731012121590864,0.014965627001314895,0.0017263848395251994,0.01516743338014801,0.001892720851851747,0.015186269094094809,0.001950860015214274,OrientationRef20
0.02057375155421693,0.0025912367247481524,0.021236200655666004,0.0031177291581481734,0.02058444984304583,0.002149807777786213,0.0202426555222893,0.0023573279826987568,0.020752470957957847,0.0023780084753660174,0.021123403683997833,0.002743493594639248,0.02078277335767701,0.0026049219373369043,0.020588652125434353,0.0030025978744317723,0.02048754883698862,0.003041279390508586,0.02132292246566633,0.003132620456018327,Angle60
0.023353046791991187,0.0051581781061866136,0.023244143515950926,0.0034553582929683613,0.022931631809286413,0.004084372747562979,0.023157265172900645,0.0036110014198479433,0.02343228847184725,0.0048101296839903,0.022913586197026263,0.004610059644860484,0.023330249451860942,0.00441598035615001,0.02261627821675073,0.004332285137937766,0.02282447077358131,0.003993466545084741,0.02291594050349888,0.004356813163456412,Coherency60
0.05303575673112073,0.017020872335848064,0.05614663531736424,0.018754108092104205,0.05342474786877781,0.016038293263382693,0.055038276129052065,0.019537807555316835,0.05547015809478689,0.019221960892640912,0.05505453069563132,0.01897808426888135,0.05726089438371229,0.01837308962678172,0.0515443380278773,0.016251701460857797,0.05497754418384511,0.017085923585954985,0.05220761374207998,0.017119316048512682,Energy60
0.015646108976805018,0.00709699552334034,0.01690874673341628,0.007616663462441559,0.016216139910092808,0.007592384298593883,0.015270495317925594,0.005244592023468366,0.015457464816058067,0.006150725422340263,0.01622143873512953,0.006724669150847252,0.016702187645965608,0.006665457199180034,0.015847842840934788,0.006934875461656182,0.015740569576495618,0.006142793584365144,0.015458611006904316,0.006585553998319441,MeanInt60
0.029856849381593713,0.015046423073370169,0.03132170701825166,0.015325353339470509,0.031680216886292904,0.016426105217447928,0.03292491136517843,0.01588381422917455,0.032981821359231084,0.016466178458712167,0.032127454719565435,0.014322448562034535,0.033229522378601044,0.01715961168669123,0.0322135777664581,0.014936105366210128,0.03351849096725316,0.015846801004850173,0.031616911857213575,0.01662094524640163,VarInt60
