importances_mean,importances_std,colnames
0.015597725785618426,0.0008626681205718374,Angle20
0.025786300258672654,0.010220459296554683,Coherency20
0.058158366409513045,0.031497312785492934,Energy20
0.01362268968588908,0.0036778639895193527,MeanInt20
0.01953943780265084,0.0032598116972829927,VarInt20
0.007244928831322332,0.0036862901549779715,Density20
0.006430119980107829,0.003127709848850896,VarDensity20
0.014415179319799456,0.000816354543815728,OrientationRef20
0.019376032456144814,0.0012144111034883473,Angle60
0.022791282732242787,0.004030369175694899,Coherency60
0.1016439097438777,0.08144052184182603,Energy60
0.018803438498510374,0.008379507739325607,MeanInt60
0.021912507272655462,0.012110620913694446,VarInt60
0.012199698057793074,0.006176062454597572,Density60
0.008970457512574182,0.006466576929852323,VarDensity60
0.01850540095931113,0.001379493552044325,OrientationRef60
0.021857522871245923,0.00121042497652239,Angle100
0.02421601710526335,0.003981870740269405,Coherency100
0.09130573145578019,0.06856483454240206,Energy100
0.024302357560250256,0.007850413669005149,MeanInt100
0.02756462806135186,0.014838154614017789,VarInt100
0.017054330924648625,0.006583063607116653,Density100
0.011132023247896184,0.0049776484676755444,VarDensity100
0.02195013168787557,0.002343804998508853,OrientationRef100
0.025387934339494697,0.0017508170653354643,Angle140
0.028367624852412034,0.0025615912728235196,Coherency140
0.11608502292752686,0.08192647318898885,Energy140
0.029031769457804783,0.007870099392636306,MeanInt140
0.03509278654812708,0.017382074708114134,VarInt140
0.025039583642683008,0.011302231861907814,Density140
0.015112212667796129,0.0054744504311520364,VarDensity140
0.023950745468537874,0.0014784626782522283,OrientationRef140
0.061023668906418464,0.015540534641651263,Dist
0.0165284329682041,0.007918982865670396,Frac
