Angle20,Coherency20,Energy20,MeanInt20,VarInt20,Density20,VarDensity20,OrientationRef20,Angle60,Coherency60,Energy60,MeanInt60,VarInt60,Density60,VarDensity60,OrientationRef60,Angle100,Coherency100,Energy100,MeanInt100,VarInt100,Density100,VarDensity100,OrientationRef100,Angle140,Coherency140,Energy140,MeanInt140,VarInt140,Density140,VarDensity140,OrientationRef140,Dist,Frac
0.002938355837651674,0.010575325283377457,0.1346259791559934,0.002197452984114223,0.004817461288333047,0.0014322884994087959,0.0008827770455032136,0.005243657861734974,0.006702526885414062,0.012421813196788811,0.04611029859902038,0.00452140893053854,0.013132800103768605,0.003662171214594556,0.0012386885820055982,0.008710287372625691,0.006512029831281185,0.021834125559656803,0.036257749363782676,0.006439291397773661,0.03473643315080477,0.007181960184467928,0.004226458041799885,0.015177368841872818,0.007884709069560514,0.025269163695456065,0.020863368020269668,0.01548292433798859,0.05458189981228545,0.02409470849564299,0.016883885295909784,0.012391832363381816,0.12051024633716934,0.004440192797865894
0.0025419285325821717,0.010618915493971204,0.13514322559281244,0.0028658437276121163,0.004870518331118845,0.001631033809880389,0.0007773771292701737,0.005689487250317815,0.006683711875434817,0.012727199643169373,0.04692836306064285,0.004366292585410103,0.013939626724979504,0.0037026867441307676,0.0010442098358932617,0.009125439228203303,0.006055569536831618,0.022199233394931017,0.036559138664430835,0.00636711724777328,0.03606003445330619,0.007624689882561264,0.004641079661239944,0.013761526645303057,0.008199088991501124,0.023927745109075138,0.02096806066185264,0.016305209074862548,0.0549572751876608,0.026675814895350758,0.018520889200376645,0.01335351230990045,0.12085056186207854,0.004382878533070955
0.0027644650355034273,0.011398478262031775,0.13715213734959886,0.0025781732658882728,0.004452495511818921,0.0014684698418885311,0.0007444914863897756,0.005326868294795117,0.0067234116400182176,0.0128816161433436,0.04724738546622265,0.004358537486364833,0.01400095089622233,0.003178925095256191,0.0008292263613172146,0.008097764076405833,0.006222684860814565,0.022683171170418737,0.035214421581525546,0.005890661294065791,0.03589486468699765,0.007129443269290658,0.004368337483613316,0.013153307301237205,0.007697094853812314,0.0232419041082097,0.020457719576497002,0.01575177938474248,0.05399641437973679,0.024528824069554478,0.017734048238237543,0.01205760444169024,0.12201881292682126,0.0040252618424628794
0.0033227981113574945,0.010551795892786542,0.13421614756672762,0.002181354705009908,0.004708730856708532,0.001468792049257872,0.0006761030133835,0.005595293477151264,0.006154747773336577,0.011544400692767964,0.04578980493148088,0.004151012738799031,0.014639697395762985,0.0026469128772984574,0.0008009786586475887,0.008157328071721315,0.006139175601255098,0.022660357338448844,0.034824414125904646,0.007158617494940844,0.0360171888894959,0.008046268823147074,0.00415749799746068,0.013360207475205943,0.007666554711100337,0.023746014117064673,0.02067996246964532,0.016320934954663913,0.05411559011760747,0.02656484575114404,0.018646709617924362,0.012518869753633921,0.12385177399545444,0.00492761935593633
0.003241980515845122,0.010499819897400897,0.13280124249729253,0.002894149314760286,0.005268583113169578,0.0014526774562180211,0.0007564140221351101,0.0054124026507682554,0.007926192877450555,0.011782503575588077,0.04645354362146392,0.0045246792107277445,0.014668745487468104,0.0030325637474332146,0.0006110756351889179,0.008383693486015642,0.005388854886227312,0.022875320043760028,0.03482186354492922,0.005943215492930531,0.037391232764487525,0.007058610297477452,0.004291427912022527,0.012942954417452412,0.007671650846797884,0.023934397925845508,0.02074604709050576,0.015684206522934008,0.05482237327024364,0.024821142633350002,0.017819252791077322,0.012955156944666646,0.12222053349405215,0.004102317937354716
0.002570223223459789,0.011287646939825202,0.13710670052408724,0.002549867898175018,0.0053013858842408945,0.0014885419375023634,0.0007647002504739264,0.005749303130645034,0.006865993966760464,0.011949346310166753,0.04880555849645207,0.0038744873776623834,0.01447050550577722,0.003219491016357545,0.0007289414059261645,0.007952171623621829,0.006670563613063285,0.02296039195010824,0.03716006130749183,0.006490010570691096,0.03619361571235624,0.007155893736290775,0.004254957551745653,0.013938135315616718,0.008218741697302523,0.025245338686162633,0.020552441084031536,0.016149250017011285,0.05525967299044254,0.0264192807221032,0.01791521769345117,0.013723955580108083,0.1217945088834671,0.004541532748530974
0.0030516317749952337,0.010528285630226453,0.13613060963778312,0.002517371084979625,0.005262702559767796,0.0015737353460407721,0.0007123660266165066,0.005534690252421703,0.007047108057840479,0.011622932940275055,0.04741377895117316,0.003931201522255678,0.014119630914512515,0.002780847049303925,0.0008659930199537147,0.007958024044702583,0.005395312611299885,0.022761377249807313,0.03697732642863372,0.00666375482925885,0.03530628986486428,0.008281366964283166,0.004226654875419622,0.015129444704847006,0.008291354903448456,0.02446399240435493,0.020262981165008576,0.015290334733380373,0.05471174547096824,0.0264986425564816,0.018134193060411197,0.012872999674533592,0.12399571376247154,0.004597168446719313
0.0032498825382626384,0.009645798709964515,0.13696417526467353,0.0026591916340078514,0.00462297059492045,0.001683374617754252,0.0007203966113612514,0.005067699049199792,0.007386377240282571,0.01221770648853071,0.04759744686551759,0.0037038469014477604,0.013528483351702869,0.0033491163743096797,0.0006561664919260135,0.007456420930664565,0.006401989702134792,0.022510945933213455,0.035869183400824234,0.006340247523823561,0.0350387103053692,0.007548558000632921,0.0039419351444550665,0.014538622162065695,0.008059636657953395,0.023651682782972805,0.021171823561900394,0.015176012439547915,0.05449204559025622,0.026141575341583567,0.018470948267773624,0.012594456496891948,0.12236623260155066,0.004028578548905037
0.0035291322924519974,0.01080837184548189,0.13756013547967338,0.002294661480136795,0.004541225061633902,0.0013028954255528413,0.0006921610544131651,0.005701997084543553,0.006830183062615625,0.012013451836004219,0.04699967677894212,0.004008574824723277,0.013153017155794311,0.0035888129935522928,0.0005222382674776593,0.007843908080388817,0.005778237714444634,0.023056675528440485,0.034826923160757084,0.006470017876874068,0.03535486584676517,0.00760165398128676,0.0040602136580045745,0.01411681605562265,0.00848959328354626,0.024643110855033235,0.019484647578349112,0.0150701395320042,0.05463823898767184,0.025707502567901108,0.017685131953741995,0.013856484889868348,0.12031976969248415,0.003870478725224058
0.002954707860632677,0.010377766714385839,0.13684131295476976,0.0020031278502213867,0.004995823601462779,0.0013796699729748951,0.0009029808514745552,0.005656268953881494,0.006738344889889114,0.011969898243354815,0.047307581860115744,0.004171173806853612,0.01410707436632841,0.0035238526193804853,0.0013107659505914304,0.008278600209567721,0.005943540424595106,0.023390759060633037,0.034941003544995075,0.006850082948273606,0.034941461892440184,0.007593975358825444,0.004140419370805004,0.014145495300189048,0.0075063684901787164,0.02368043604637149,0.020250144361396383,0.015486412511251602,0.05397421573479577,0.026234968994079733,0.01784816523759314,0.012875636152725689,0.1221327482247635,0.004334405972065802
