mean,std,score
0.8169420911636226,0.009994834155757592,accuracy
0.8232290978943645,0.011291514991495622,balanced_accuracy
0.6894479074827672,0.030952116599235486,precision
0.8400084142301293,0.025290303854566498,recall
0.8232290978943645,0.011291514991495617,auc
0.6200318390658356,0.015334692541794735,mcc
0.7563010819005603,0.009351234588681178,f1
