model_0_importances_mean,model_0_importances_std,model_1_importances_mean,model_1_importances_std,model_2_importances_mean,model_2_importances_std,model_3_importances_mean,model_3_importances_std,model_4_importances_mean,model_4_importances_std,model_5_importances_mean,model_5_importances_std,model_6_importances_mean,model_6_importances_std,model_7_importances_mean,model_7_importances_std,model_8_importances_mean,model_8_importances_std,model_9_importances_mean,model_9_importances_std,colnames
0.0239873353718032,0.0020693351967548796,0.02441958572991323,0.0019767524496981563,0.023983635916912743,0.00206141797475649,0.023836034219441204,0.0021522075903338497,0.024431908148504763,0.002071241035104715,0.024608453262107664,0.001962610979803309,0.023755854087901204,0.002199902222854582,0.023822698837531592,0.001831441106556805,0.02399375841670905,0.0020515514630127553,0.02391469492737478,0.0020039438960850657,Angle20
0.02496514382415538,0.0035484082290436914,0.025132208187552445,0.0037270547050385055,0.02441566660910233,0.0032111190367238533,0.02454189430100055,0.0033059108216558055,0.024786977364655148,0.00419216983306378,0.024957341006537508,0.003723925654971354,0.025013686775373026,0.0036965645256645365,0.024475943060066903,0.0032769022576117613,0.024897425584726997,0.003512299061836546,0.024705171164311972,0.003720357662008038,Coherency20
0.031346120205588544,0.002502328847255761,0.032083402113767874,0.0029881048158261476,0.030905634225746954,0.002442678051615398,0.031108343054784958,0.002433355209470554,0.03153334632598109,0.002286601621305953,0.0314861615490516,0.002227409824549076,0.031142051198980995,0.0028431271859357793,0.030919315950472138,0.0023208742149813263,0.031173744032627303,0.0025999334807611436,0.031610495303403555,0.003148374571010948,Energy20
0.0154480979259751,0.0015209786525190755,0.015111295373703298,0.0015577272183306021,0.014851475360562758,0.0013137544703951316,0.015140673975683881,0.0016743598217223616,0.015308005676020633,0.0015650104746087123,0.015348316867975987,0.0019832485422289644,0.015145749215772759,0.0016147551168977207,0.01516935199247838,0.001666035467273773,0.015119961211620805,0.0014106809176498197,0.01506747990816076,0.001363354574546568,MeanInt20
0.01787252625290019,0.0018431484410563804,0.01817425965376464,0.0021220654695790994,0.018238664519344777,0.002454758499695624,0.017568232919508056,0.0018416287803207224,0.018251954471469264,0.002120548344717966,0.018069553024852095,0.0022799270259593607,0.018778827337670664,0.002426427763752138,0.018265487248554393,0.0021457431501052723,0.018406096749654245,0.002115001878500007,0.01776075619069046,0.001975431632328748,VarInt20
0.01098885954653393,0.0011638651262295492,0.010919961100407093,0.0014226262930041656,0.01098582969113875,0.0016432511787043938,0.011049233600457682,0.0014710967462688962,0.010945994899204222,0.0012035667327445665,0.01107703200254815,0.0013808469470705242,0.01096736476187339,0.0012913561681166634,0.01093821470496485,0.0012952469664003607,0.011035467026633912,0.001640060369530604,0.010924057983588007,0.0012178012398527224,Density20
0.0106629351110476,0.0011023225084666516,0.010909399058989506,0.001219272717438319,0.010746655486543511,0.0011064576338387872,0.010880486027378766,0.0011065388657529476,0.010734737760550724,0.0012562032163480866,0.011106582413610597,0.001493795044740455,0.010713691327989222,0.0012614598203773305,0.010874467603950007,0.001116417171330806,0.010673544820073131,0.0013282593781263176,0.01105014735459921,0.0012563341933016375,VarDensity20
0.022329778633744864,0.002067401196188851,0.02242831459217372,0.0016286966874772164,0.022484981608067542,0.0020580632709629783,0.022180384064429,0.0021584589016236523,0.0221732632462009,0.0017156550748890847,0.022308989663198213,0.0018769435208951769,0.022020798776778327,0.0020024738885878746,0.02240063224126531,0.0018082139710562711,0.021895277091473014,0.0017027216906234717,0.022397534074463217,0.0019718038162380848,OrientationRef20
0.033474900971853225,0.0032465032592912235,0.03250373372483202,0.0028918001764876226,0.032583549062999345,0.0026337955196512647,0.03266839311065149,0.0026410287812811705,0.0324582885559239,0.00291382184846475,0.03247670655979106,0.0027360917018050216,0.032849481831155845,0.00303250882433937,0.0329914391164471,0.0026011482091161356,0.03289275867007876,0.0025601772109144546,0.032412556435274645,0.002586631342820366,Angle60
0.03171127356287209,0.0033601496283991302,0.030970883963053142,0.002951364454340017,0.03145204861386629,0.0034685277822749014,0.0323704371694786,0.003696432663134699,0.031326433368110126,0.0032119738089320176,0.031231213964274012,0.003339804828167305,0.031692958783409324,0.003174426471104162,0.03131315356695098,0.0032267095586872413,0.031264436959577334,0.003069894551021838,0.031566170286314296,0.0031895365689877902,Coherency60
0.0388946869213559,0.011889388043501311,0.03877766765387517,0.012213987831811629,0.03906874118048801,0.012566755639451728,0.039110056489935714,0.011454464776829723,0.038580701425252766,0.012631114503765226,0.03899891470583573,0.011839136547831029,0.03926306808840429,0.012244586366862244,0.03893197567431708,0.011484038785723355,0.0388388187230952,0.01234810389047823,0.03882795151387601,0.01244872763422313,Energy60
0.01877114751847895,0.007036061960512388,0.018815512800739984,0.0068514378690226795,0.018429808794198747,0.006687957400382025,0.019001434899565947,0.006704388268040631,0.018522350138959285,0.0065540413656796324,0.019029705260612248,0.00729551832198671,0.018727003292979296,0.006861390744506333,0.019167210598166045,0.006999448716189671,0.018591609336248722,0.0067611707664610105,0.019320098891346883,0.0074177062080542575,MeanInt60
0.022654118591855933,0.003370919585578239,0.02304852169296354,0.0037783664167403775,0.022623951364709592,0.0038027656257570834,0.02299786296296186,0.003253156797664328,0.02166534543228721,0.0033531281436100582,0.022928588121340528,0.003402406733861466,0.021715072751301658,0.0033590350024619246,0.02284033074814187,0.00352598638220526,0.022373743679753203,0.0037038896306694005,0.022271846445455625,0.0037705387377486555,VarInt60
